0 0 -22.000138379744946
0 1 -21.977203308794373
0 2 -21.99324623819861
0 3 -22.016669840254156
0 4 -22.046738606587468
0 5 -22.08248998574061
0 6 -22.122739220847066
0 7 -22.166085526507867
0 8 -22.210919714549238
0 9 -22.255433393881106
0 10 -22.2976298809502
0 11 -22.335336963046178
0 12 -22.366221655555687
0 13 -22.38780708462119
0 14 -22.397491606951107
0 15 -22.392570247217975
0 16 -22.370258489280644
0 17 -22.32771839953121
0 18 -22.262086988851298
0 19 -22.17050663478324
0 20 -22.050157289624526
0 21 -21.898290096713325
0 22 -21.712261931201642
0 23 -21.489570279600134
0 24 -21.227887782025228
0 25 -20.925095690778832
0 26 -20.579315456976634
0 27 -20.18893765073211
0 28 -19.75264745517113
0 29 -19.269446052543298
0 30 -18.738667340411954
0 31 -18.15998957179337
0 32 -17.533441695810236
0 33 -16.859404372546226
0 34 -16.13860583323694
0 35 -15.37211294046052
0 36 -14.56131795981723
0 37 -13.70792167476111
0 38 -12.813913553571524
0 39 -11.881549709834523
0 40 -10.913329387044632
0 41 -9.911970649068703
0 42 -8.880385878544358
0 43 -7.821657583357701
0 44 -6.739014895950613
0 45 -5.635811029601231
0 46 -4.515501837175076
0 47 -3.3816255069666723
0 48 -2.2377833315260847
0 49 -1.0876214018629695
0 50 0.06518698687908397
0 51 1.216958480132191
0 52 2.364016649863286
0 53 3.5027091224933926
0 54 4.629425140146801
0 55 5.740613818207888
0 56 6.832803315048044
0 57 7.9026210645928225
0 58 8.94681514029376
0 59 9.962276721978217
0 60 10.946063527923636
0 61 11.895423957530516
0 62 12.807821570706805
0 63 13.6809594154129
0 64 14.512803612727067
0 65 15.301605527850027
0 66 16.045921804113643
0 67 16.744631522664395
0 68 17.396949778344133
0 69 18.00243703462959
0 70 18.561003735800934
0 71 19.072909807216213
0 72 19.53875885528745
0 73 19.959487075095144
0 74 20.336347071434677
0 75 20.670886984215276
0 76 20.964925468750323
0 77 21.220523205640095
0 78 21.439951697448745
0 79 21.62566014809705
0 80 21.780241217573007
0 81 21.906396404123843
0 82 22.00690173565393
0 83 22.084574359842033
0 84 22.14224051680229
0 85 22.182705266413752
0 86 22.2087242306543
0 87 22.22297750317018
0 88 22.22804577485124
0 89 22.22638862238213
0 90 22.220324797224396
0 91 22.21201421359321
0 92 22.203441116953126
0 93 22.196397504009685
0 94 22.192464967060573
0 95 22.19299093464997
0 96 22.199049313044014
0 97 22.21135769919141
0 98 22.230064828015582
0 99 22.254112838482722
0 100 22.279074021659

1 0 -22.02307345069552
1 1 -22.000315512104006 0.06566470317263118 -0.0031611476549215922
1 2 -22.016751155385677 0.06617958021347548 0.020222809932970875
1 3 -22.040761131969948 0.06694810913028171 0.02742776962906035
1 4 -22.071606694643798 0.06796573470348832 0.03377987879942701
1 5 -22.1083208895688 0.06922625337252875 0.039053303653933114
1 6 -22.149713301951664 0.07072167336452395 0.043027616130487445
1 7 -22.194376121829777 0.07244204545823507 0.04548917043198131
1 8 -22.240691642815626 0.07437526899793845 0.046232600704694704
1 9 -22.286841323239166 0.07650687934905598 0.04506245441552181
