# times , xAs , yAs , xBs , yBs , omegaAs , omegaBs , thetaAs , thetaBs  0.0 0.3090169943749475 0.9510565162951535 0.8968022466674208 1.7600735106701009 0.0 0.0 2.827433388230814 2.5132741228718345
 0.001 0.3090198774601903 0.9510555795191409 0.8968097946751044 1.7600691846089962 -0.003031456714818235 -0.005766173324989163 2.827430356774099 2.5132683566985095
 0.002 0.3090256436490547 0.9510537059321558 0.8968248906872431 1.7600605323442318 -0.006062941712702702 -0.01153239241286747 2.827424293832386 2.5132568243060964
 0.003 0.30903429297829876 0.9510508954642769 0.8968475346973749 1.7600475535906939 -0.009094483276899929 -0.0172987030263121 2.8274151993491095 2.51323952560307
 0.004 0.30904582550305804 0.9510471480106196 0.8968777266957934 1.760030247920707 -0.01212610969101704 -0.023065150927576238 2.8274030732394184 2.5132164604521425
 0.005 0.3090602412968433 0.9510424634313323 0.8969154666695313 1.7600086147640233 -0.01515784923920204 -0.028831781878276973 2.827387915390179 2.513187628670264
 0.006 0.30907754045153824 0.951036841551592 0.8969607546023382 1.7599826534078156 -0.018189730206324074 -0.03459864163918304 2.8273697256599726 2.513153030028625
 0.007 0.3090977230773963 0.9510302821615982 0.8970135904746535 1.7599523629966627 -0.021221780878153663 -0.04036577597000239 2.8273485038790946 2.5131126642526547
 0.008 0.309120789303038 0.9510227850165667 0.8970739742635747 1.7599177425325354 -0.02425402954154292 -0.046133230629169485 2.827324249849553 2.5130665310220257
 0.009000000000000001 0.3091467392754448 0.9510143498367205 0.8971419059428181 1.7598787908747773 -0.027286504484605723 -0.05190105137363235 2.827296963345068 2.513014629970652
 0.01 0.30917557315995486 0.9510049763072816 0.897217385482675 1.7598355067400855 -0.030319233996897836 -0.05766928395863928 2.8272666441110714 2.5129569606866937
 0.011 0.3092072911402583 0.9509946640784603 0.8973004128499642 1.759787888702488 -0.033352246369596994 -0.06343797413752517 2.827233291864702 2.5128935227125564
 0.012 0.3092418934183897 0.9509834127654432 0.8973909880079762 1.7597359351933175 -0.03638556989568293 -0.06920716766149738 2.827196906294806 2.512824315544895
 0.013000000000000001 0.30927938021472184 0.9509712219483814 0.8974891109164129 1.759679644501185 -0.03941923287011733 -0.07497691027942123 2.827157487061936 2.5127493386346154
 0.014 0.3093197517679575 0.9509580911723761 0.8975947815313225 1.7596190147719475 -0.04245326359002375 -0.08074724773760482 2.827115033798346 2.512668591386878
 0.015 0.30936300833512287 0.9509440199474639 0.8977079998050299 1.7595540440086768 -0.04548769035486741 -0.08651822577958343 2.827069546107991 2.512582073161098
 0.016 0.30940915019155724 0.9509290077486008 0.8978287656860581 1.7594847300716228 -0.04852254146663497 -0.09228989014590322 2.8270210235665245 2.512489783270952
 0.017 0.3094581776309043 0.9509130540156443 0.8979570791190477 1.7594110706781767 -0.051557845230014145 -0.09806228657390427 2.8269694657212945 2.512391720984378
 0.018000000000000002 0.3095100909651021 0.9508961581533361 0.8980929400446693 1.7593330634028301 -0.054593629952573317 -0.10383546079750296 2.8269148720913417 2.5122878855235804
