# times , xs , ys , omegas , thetas  0.0 1.0 -6.123233995736766e-17 0.0 1.5707963267948966
 0.001 0.9999999999518819 -9.810000000013894e-06 -0.009810000000000001 1.5707865167948964
 0.002 0.9999999995669375 -2.942999999547678e-05 -0.019619999999527963 1.570766896794897
 0.003 0.9999999982677502 -5.8859999960961385e-05 -0.02942999999527962 1.5707374667949017
 0.004 0.999999995188195 -9.809999981583768e-05 -0.039239999978286255 1.5706982267949234
 0.005 0.9999999891734388 -0.00014714999937319096 -0.04904999993108245 1.5706491767949924
 0.006 0.9999999787799401 -0.00020600999827185298 -0.05885999982487389 1.5705903167951676
 0.007 0.9999999622754492 -0.0002746799958916075 -0.0686699996167051 1.570521646795551
 0.008 0.9999999376390083 -0.000353159991251126 -0.07847999924662726 1.5704431667963044
 0.009000000000000001 0.9999999025609515 -0.00044144998288907764 -0.08828999863486593 1.5703548767976694
 0.01 0.9999998544429051 -0.0005395499687277477 -0.09809999767898886 1.5702567767999904
 0.011 0.9999997903977873 -0.0006474599459209404 -0.10790999625107375 1.5701488668037393
 0.012 0.9999997072498092 -0.00076517991068328 -0.11771999419487605 1.5700311468095445
 0.013000000000000001 0.9999996015344752 -0.0008927098581037961 -0.1275299913229967 1.5699036168182214
 0.014 0.9999994694985826 -0.001030049781941574 -0.1373399874140499 1.5697662768308074
 0.015 0.9999993071002232 -0.0011771996744052455 -0.147149982209831 1.5696191268485975
 0.016 0.9999991100087836 -0.0013341595259147646 -0.1569599754124842 1.569462166873185
 0.017 0.9999988736049465 -0.0015009293248465837 -0.16676996668167035 1.5692953969065033
 0.018000000000000002 0.9999985929806916 -0.001677509057262001 -0.17657995563173487 1.5691188169508716
 0.019 0.9999982629392971 -0.0018638987066180186 -0.18638994182887544 1.5689324270090428
 0.02 0.9999978779953416 -0.002060098253461599 -0.19619992478830994 1.5687362270842544
 0.021 0.9999974323747061 -0.002266107675106428 -0.20600990397144425 1.568530217180283
 0.022 0.999996920014576 -0.002481926945293746 -0.21581987878304013 1.5683143973015001
 0.023 0.9999963345634441 -0.0027075560338350167 -0.2256298485683831 1.5680887674529318
